rank_id,data_set,rank_no,change,ship,members_num,fic_type,new_works,total_works,old_fandom,release_date
AO3_2017_data-0,AO3_2017_data,1,new,Katsuki Yuuri x Victor Nikiforov,2,slash,13902,13902,Yuri!!! on Ice (Anime),None
AO3_2017_data-1,AO3_2017_data,2,-1,Castiel x Dean Winchester,2,slash,9785,66148,Supernatural,None
AO3_2017_data-2,AO3_2017_data,3,new,Keith x Lance,2,slash,9646,10613,Voltron: Legendary Defender,None
AO3_2017_data-3,AO3_2017_data,4,9,Draco Malfoy x Harry Potter,2,slash,7226,22402,Harry Potter - J. K. Rowling,None
AO3_2017_data-4,AO3_2017_data,5,-3,James Buchanan 'Bucky' Barnes | Winter Soldier/Captain America x Steve Rogers | Captain America,2,slash,6227,27853,Captain America (Movies),None
AO3_2017_data-5,AO3_2017_data,6,-2,Sherlock Holmes x John Watson,2,slash,6202,52232,Sherlock (TV),None
AO3_2017_data-6,AO3_2017_data,7,7,Magnus Bane x Alec Lightwood,2,slash,5392,9734,Shadowhunters (TV),None
AO3_2017_data-7,AO3_2017_data,8,-5,Derek Hale x Stiles Stilinski,2,slash,4997,47528,Teen Wolf (TV),None
AO3_2017_data-8,AO3_2017_data,9,20,Jeon Jungkook | Jungkook x Kim Taehyung | V,2,slash,4356,6832,Bangtan Boys | BTS,None
AO3_2017_data-9,AO3_2017_data,10,11,Min Yoongi | Suga x Park Jimin | Jimin,2,slash,4070,7150,Bangtan Boys | BTS,None
AO3_2017_data-10,AO3_2017_data,11,new,Otabek Altin x Yuri Plisetsky,2,slash,3852,3852,Yuri!!! on Ice (Anime),None
AO3_2017_data-11,AO3_2017_data,12,-3,Dean Winchester x Sam Winchester,2,slash,3825,22797,Supernatural,None
AO3_2017_data-12,AO3_2017_data,13,new,Kara Danvers/Zor-El | Supergirl x Lena Luthor | Ultrawoman,2,slash,3793,3793,Supergirl (TV 2015),None
AO3_2017_data-13,AO3_2017_data,14,new,Katsuki Yuuri & Victor Nikiforov,2,gen,3782,3782,Yuri!!! on Ice (Anime),None
AO3_2017_data-14,AO3_2017_data,15,-5,Dan Howell | danisnotonfire x Phil Lester | AmazingPhil,2,slash,3520,9938,Phandom/The Fantastic Foursome (YouTube RPF),None
AO3_2017_data-15,AO3_2017_data,16,40,Kim Namjoon | Rap Monster/RM x Kim Seokjin | Jin,2,slash,3490,5152,Bangtan Boys | BTS,None
AO3_2017_data-16,AO3_2017_data,17,-9,Steve Rogers | Captain America x Tony Stark | Iron Man,2,slash,3452,19859,The Avengers (Marvel Movies),None
AO3_2017_data-17,AO3_2017_data,18,-11,Armitage Hux x Ben Solo | Kylo Ren,2,slash,3421,8022,Star Wars Episode VII: The Force Awakens (2015),None
AO3_2017_data-18,AO3_2017_data,19,30,Jeon Jungkook | Jungkook x Park Jimin | Jimin,2,slash,3193,5077,Bangtan Boys | BTS,None
AO3_2017_data-19,AO3_2017_data,20,new,Alexandra 'Alex' Danvers | Supergirl/Sentinel x Maggie Sawyer,2,slash,3018,3018,Supergirl (TV 2015),None
AO3_2017_data-20,AO3_2017_data,21,-10,Will Graham x Hannibal Lecter,2,slash,2776,11262,Hannibal (TV),None
AO3_2017_data-21,AO3_2017_data,22,75,Jung Hoseok | J-Hope x Min Yoongi | Suga,2,slash,2740,3887,Bangtan Boys | BTS,None
AO3_2017_data-22,AO3_2017_data,23,new,Keith x Shiro,2,slash,2722,3018,Voltron: Legendary Defender,None
AO3_2017_data-23,AO3_2017_data,24,3,Josh Dun x Tyler Joseph,2,slash,2716,5886,Twenty One Pilots,None
AO3_2017_data-24,AO3_2017_data,25,new,Jesse McCree | McCree x Shimada Hanzo,2,slash,2692,3161,Overwatch (Video Game),None
AO3_2017_data-25,AO3_2017_data,26,-11,Iwaizumi Hajime x Oikawa Tooru,2,slash,2686,6964,Haikyuu!!,None
AO3_2017_data-26,AO3_2017_data,27,-15,Adrien Agreste | Chat Noir x Marinette Dupain-Cheng | Ladybug,2,slash,2602,6307,Miraculous Ladybug,None
AO3_2017_data-27,AO3_2017_data,27,15,Alexander Hamilton x John Laurens,2,slash,2602,4409,Hamilton,None
AO3_2017_data-28,AO3_2017_data,29,-23,Clarke Griffin x Lexa,2,slash,2490,8535,The 100 (TV),None
AO3_2017_data-29,AO3_2017_data,30,new,Gabriel Reyes | Reaper x Jack Morrison | Soldier: 76,2,slash,2300,2694,Overwatch (Video Game),None
AO3_2017_data-30,AO3_2017_data,31,new,Even Bech Næsheim x Isak Valtersen,2,slash,2236,2236,SKAM (TV),None
AO3_2017_data-31,AO3_2017_data,32,new,Cassian Andor x Jyn Erso,2,slash,2138,2138,Rogue One: A Star Wars Story (2016),None
AO3_2017_data-32,AO3_2017_data,33,-9,Sirius Black x Remus Lupin,2,slash,2132,10137,Harry Potter - J. K. Rowling,None
AO3_2017_data-33,AO3_2017_data,34,new,Harry Potter x Severus Snape,2,slash,2070,8818,Harry Potter - J. K. Rowling,None
AO3_2017_data-34,AO3_2017_data,35,new,Alexander Hamilton x Elizabeth 'Eliza' Schuyler,2,slash,2010,2010,Hamilton,None
AO3_2017_data-35,AO3_2017_data,36,new,Allura x Shiro,2,slash,2009,2133,Voltron: Legendary Defender,None
AO3_2017_data-36,AO3_2017_data,37,-2,Sherlock Holmes & John Watson,2,gen,1969,14453,Sherlock (TV),None
AO3_2017_data-37,AO3_2017_data,38,-33,Harry Styles x Louis Tomlinson,2,slash,1963,29338,One Direction (Band),None
AO3_2017_data-38,AO3_2017_data,39,29,Aaron Dingle x Robert Sugden,2,slash,1905,3607,Emmerdale,None
AO3_2017_data-39,AO3_2017_data,40,new,Kim Taehyung | V x Park Jimin | Jimin,2,slash,1896,2926,Bangtan Boys | BTS,None
AO3_2017_data-40,AO3_2017_data,41,-18,Regina Mills | Evil Queen x Emma Swan,2,slash,1833,9071,Once Upon a Time (TV),None
AO3_2017_data-41,AO3_2017_data,42,-16,Merlin x Arthur Pendragon,2,slash,1825,11942,Merlin (TV),None
AO3_2017_data-42,AO3_2017_data,43,57,Ian Gallagher x Mickey Milkovich,2,slash,1823,8707,Shameless (US),None
AO3_2017_data-43,AO3_2017_data,44,-28,Bellamy Blake x Clarke Griffin,2,slash,1754,8506,The 100 (TV),None
AO3_2017_data-44,AO3_2017_data,45,12,Dean Winchester x Y/N | Reader,2,slash,1703,4027,Supernatural,None
AO3_2017_data-45,AO3_2017_data,46,29,Hermione Granger x Ron Weasley,2,slash,1700,6489,Harry Potter - J. K. Rowling,None
AO3_2017_data-46,AO3_2017_data,47,-27,Killian Jones | Captain Hook x Emma Swan,2,slash,1659,8061,Once Upon a Time (TV),None
AO3_2017_data-47,AO3_2017_data,48,-26,Hinata Shouyou x Kageyama Tobio,2,slash,1657,6391,Haikyuu!!,None
AO3_2017_data-48,AO3_2017_data,49,new,Sam Winchester x Y/N | Reader,2,slash,1648,2286,Supernatural,None
AO3_2017_data-49,AO3_2017_data,50,new,Jeon Jungkook | Jungkook x Min Yoongi | Suga,2,slash,1639,2428,Bangtan Boys | BTS,None
AO3_2017_data-50,AO3_2017_data,51,22,James T. Kirk x Spock,2,slash,1627,9126,Star Trek: Alternate Original Series (Movies),None
AO3_2017_data-51,AO3_2017_data,52,-13,Jensen Ackles x Jared Padalecki,2,slash,1607,11241,Supernatural RPF,None
AO3_2017_data-52,AO3_2017_data,53,-34,Oliver Queen | Green Arrow x Felicity Smoak,2,slash,1597,9258,Arrow (TV 2012),None
AO3_2017_data-53,AO3_2017_data,54,-36,Levi Ackerman x Eren Yeager,2,slash,1592,11702,Shingeki no Kyojin | Attack on Titan,None
AO3_2017_data-54,AO3_2017_data,55,-27,Gabriel x Sam Winchester,2,slash,1549,10060,Supernatural,None
AO3_2017_data-55,AO3_2017_data,56,new,Dazai Osamu x Nakahara Chuuya,2,slash,1532,1776,文豪ストレイドッグス | Bungou Stray Dogs,None
AO3_2017_data-56,AO3_2017_data,57,-11,Mark Fischbach | Markiplier x Sean McLoughlin | Jacksepticeye,2,slash,1530,3286,Video Blogging RPF,None
AO3_2017_data-57,AO3_2017_data,58,-22,Akaashi Keiji x Bokuto Koutarou,2,slash,1505,3888,Haikyuu!!,None
AO3_2017_data-58,AO3_2017_data,59,-12,Castiel & Dean Winchester,2,gen,1503,6444,Supernatural,None
AO3_2017_data-59,AO3_2017_data,60,-12,Belle x Mr. Gold | Rumpelstiltskin,2,slash,1451,6985,Once Upon a Time (TV),None
AO3_2017_data-60,AO3_2017_data,61,17,Eric Bittle x Jack Zimmermann,2,slash,1428,2874,Check Please! (Webcomic),None
AO3_2017_data-61,AO3_2017_data,62,-22,Sawamura Daichi x Sugawara Koushi,2,slash,1402,4164,Haikyuu!!,None
AO3_2017_data-62,AO3_2017_data,63,2,`James Potter x Lily Potter, née Evans`,2,slash,1401,4842,Harry Potter - J. K. Rowling,None
AO3_2017_data-63,AO3_2017_data,64,new,Jon Snow x Sansa Stark,2,slash,1396,2572,Game of Thrones (TV),None
AO3_2017_data-64,AO3_2017_data,65,new,Hermione Granger x Draco Malfoy,2,slash,1359,4661,Harry Potter - J. K. Rowling,None
AO3_2017_data-65,AO3_2017_data,66,new,Nagachika Hideyoshi x Sasaki Haise,2,slash,1344,1500,Tokyo Ghoul,None
AO3_2017_data-66,AO3_2017_data,67,-12,Dan Howell | danisnotonfire & Phil Lester | AmazingPhil,2,gen,1342,3490,Phandom/The Fantastic Foursome (YouTube RPF),None
AO3_2017_data-67,AO3_2017_data,68,-4,Sherlock Holmes x Molly Hooper,2,slash,1335,6506,Sherlock (TV),None
AO3_2017_data-68,AO3_2017_data,69,-28,Erik Lehnsherr | Magneto x Charles Xavier | Professor X,2,slash,1321,11683,X-Men (Alternate Timeline Movies),None
AO3_2017_data-69,AO3_2017_data,70,new,Lance x Shiro,2,slash,1263,1314,Voltron: Legendary Defender,None
AO3_2017_data-70,AO3_2017_data,71,22,Harry Potter x Ginny Weasley,2,slash,1257,4971,Harry Potter - J. K. Rowling,None
AO3_2017_data-71,AO3_2017_data,72,-28,Leopold 'Leo' Fitz x Jemma Simmons,2,slash,1253,4863,Agents of S.H.I.E.L.D. (TV),None
AO3_2017_data-72,AO3_2017_data,73,new,Credence Barebone x Percival Graves,2,slash,1250,1250,Fantastic Beasts and Where to Find Them (Movies),None
AO3_2017_data-73,AO3_2017_data,74,new,James Buchanan 'Bucky' Barnes | Winter Soldier/Captain America x Y/N | Reader,2,slash,1236,2475,Marvel Cinematic Universe,None
AO3_2017_data-74,AO3_2017_data,75,new,Prompto Argentum x Noctis Lucis Caelum,2,slash,1222,1289,Final Fantasy XV,None
AO3_2017_data-75,AO3_2017_data,76,-22,Fox Mulder x Dana Scully,2,slash,1217,4097,The X-Files,None
AO3_2017_data-76,AO3_2017_data,77,new,Benton Fraser x Ray Kowalski,2,slash,1213,4481,due South,None
AO3_2017_data-77,AO3_2017_data,78,new,Kim Taehyung | V x Min Yoongi | Suga,2,slash,1209,1810,Bangtan Boys | BTS,None
AO3_2017_data-78,AO3_2017_data,79,new,Alexander Hamilton x Thomas Jefferson,2,slash,1192,1485,Hamilton,None
AO3_2017_data-79,AO3_2017_data,80,new,Steve McGarrett x Danny 'Danno' Williams,2,slash,1174,8657,Hawaii Five-0 (2010),None
AO3_2017_data-80,AO3_2017_data,81,-36,Frank Iero x Gerard Way,2,slash,1157,7823,My Chemical Romance,None
AO3_2017_data-81,AO3_2017_data,82,new,Betty Cooper x Jughead Jones,2,slash,1155,1155,Riverdale (TV 2017),None
AO3_2017_data-82,AO3_2017_data,83,new,Byun Baekhyun | Baekhyun x Park Chanyeol | Chanyeol,2,slash,1148,2103,EXO (Band),None
AO3_2017_data-83,AO3_2017_data,84,new,Fareeha Amari | Pharah x Angela Ziegler | Mercy,2,slash,1136,1387,Overwatch (Video Game),None
AO3_2017_data-84,AO3_2017_data,85,-48,James Buchanan 'Bucky' Barnes | Winter Soldier/Captain America & Steve Rogers | Captain America,2,gen,1130,5020,Captain America (Movies),None
AO3_2017_data-85,AO3_2017_data,86,-53,Blaine Anderson x Kurt Hummel,2,slash,1125,14059,Glee,None
AO3_2017_data-86,AO3_2017_data,87,new,Benton Fraser x Ray Vecchio,2,slash,1110,1520,due South,None
AO3_2017_data-87,AO3_2017_data,88,new,James Buchanan 'Bucky' Barnes | Winter Soldier/Captain America x Tony Stark | Iron Man,2,slash,1109,2510,Marvel Cinematic Universe,None
AO3_2017_data-88,AO3_2017_data,89,-6,Nico di Angelo x Will Solace,2,slash,1104,3372,Percy Jackson and the Olympians - Rick Riordan,None
AO3_2017_data-89,AO3_2017_data,90,4,Kara Danvers/Zor-El | Supergirl x Cat Grant,2,slash,1103,2106,Supergirl (TV 2015),None
AO3_2017_data-90,AO3_2017_data,91,new,Chirrut Îmwe x Baze Malbus,2,slash,1101,1101,Rogue One: A Star Wars Story (2016),None
AO3_2017_data-91,AO3_2017_data,92,new,Jeremy Heere x Michael Mell,2,slash,1100,1100,Be More Chill – Iconis/Tracz,None
AO3_2017_data-92,AO3_2017_data,93,-62,Rey x Ben Solo | Kylo Ren,2,slash,1099,3181,Star Wars Episode VII: The Force Awakens (2015),None
AO3_2017_data-93,AO3_2017_data,94,-2,Mycroft Holmes x Lestrade,2,slash,1098,7125,Sherlock (TV),None
AO3_2017_data-94,AO3_2017_data,95,new,Serena Campbell x Bernie Wolfe,2,slash,1091,1091,Holby City,None
AO3_2017_data-95,AO3_2017_data,96,-23,Dean Winchester & Sam Winchester,2,gen,1090,5249,Supernatural,None
AO3_2017_data-96,AO3_2017_data,97,new,Oswald Cobblepot | The Penguin x Edward Nygma | The Riddler,2,slash,1081,1262,Gotham (TV),None
AO3_2017_data-97,AO3_2017_data,98,-31,Barry Allen | The Flash x Leonard Snart | Captain Cold,2,slash,1077,2538,The Flash (TV 2014),None
AO3_2017_data-98,AO3_2017_data,99,-48,Sans x Y/N | Reader,2,slash,1060,2701,Undertale (Video Game),None
AO3_2017_data-99,AO3_2017_data,100,-41,Alphys x Undyne,2,slash,1041,2473,Undertale (Video Game),None
