rank_id,data_set,rank_no,change,ship,members_num,fic_type,new_works,total_works,old_fandom,release_date
AO3_2023_data-0,AO3_2023_data,1,9,Eddie Munson x Steve Harrington,2,slash,13273,19870,Stranger Things (TV 2016),None
AO3_2023_data-1,AO3_2023_data,2,2,Remus Lupin x Sirius Black,2,slash,8453,40881,Harry Potter - J. K. Rowling,None
AO3_2023_data-2,AO3_2023_data,3,new,Alhaitham x Kaveh,2,slash,6837,6837,原神 | Genshin Impact (Video Game),None
AO3_2023_data-3,AO3_2023_data,4,15,Dazai Osamu x Nakahara Chuuya,2,slash,6329,24005,文豪ストレイドッグス | Bungou Stray Dogs,None
AO3_2023_data-4,AO3_2023_data,5,new,John 'Soap' MacTavish x Simon 'Ghost' Riley,2,slash,6321,6321,Call of Duty (Video Games),None
AO3_2023_data-5,AO3_2023_data,6,55,James Potter x Regulus Black,2,slash,6047,9178,Harry Potter - J. K. Rowling,None
AO3_2023_data-6,AO3_2023_data,7,-2,Edward Teach | Blackbeard x Stede Bonnet,2,slash,6021,13595,Our Flag Means Death (TV),None
AO3_2023_data-7,AO3_2023_data,8,-2,Bakugou Katsuki x Midoriya Izuku | Deku,2,slash,5801,38415,Boku no Hero Academia | My Hero Academia,None
AO3_2023_data-8,AO3_2023_data,9,-8,Thomas Michael Simons | TommyInnit & William Patrick Spencer Gold | Wilbur Soot,2,gen,5041,20602,Minecraft (Video Game),None
AO3_2023_data-9,AO3_2023_data,10,29,Mike Wheeler x Will Byers,2,slash,4921,9846,Stranger Things (TV 2016),None
AO3_2023_data-10,AO3_2023_data,11,new,Enid Sinclair x Wednesday Addams,2,slash,4808,4808,Wednesday (TV 2022),None
AO3_2023_data-11,AO3_2023_data,12,6,Draco Malfoy x Hermione Granger,2,slash,4710,24827,Harry Potter - J. K. Rowling,None
AO3_2023_data-12,AO3_2023_data,13,-11,Alexander | Technoblade & Phil Watson | Philza & Thomas Michael Simons | TommyInnit & William Patrick Spencer Gold | Wilbur Soot,4,gen,3961,19889,Minecraft (Video Game),None
AO3_2023_data-13,AO3_2023_data,14,36,Han Jisung | Han x Lee Minho | Lee Know,2,slash,3880,11772,Stray Kids (Band),None
AO3_2023_data-14,AO3_2023_data,15,44,Nancy Wheeler x Robin Buckley,2,slash,3767,6195,Stranger Things (TV 2016),None
AO3_2023_data-15,AO3_2023_data,16,new,Dream of the Endless x Hob Gadling,2,slash,3562,3562,The Sandman (TV 2022),None
AO3_2023_data-16,AO3_2023_data,17,new,Daemon Targaryen x Rhaenyra Targaryen,2,slash,3488,3488,House of the Dragon (TV),None
AO3_2023_data-17,AO3_2023_data,18,15,Amity Blight x Luz Noceda,2,slash,3396,10722,The Owl House (Cartoon),None
AO3_2023_data-18,AO3_2023_data,19,-5,Anthony J. Crowley x Aziraphale,2,slash,3296,45362,Good Omens (TV),None
AO3_2023_data-19,AO3_2023_data,20,63,Robin Buckley & Steve Harrington,2,gen,3248,5815,Stranger Things (TV 2016),None
AO3_2023_data-20,AO3_2023_data,21,2,`James Potter x Lily Potter, née Evans`,2,slash,3148,22759,Harry Potter - J. K. Rowling,None
AO3_2023_data-21,AO3_2023_data,22,new,Dorcas Meadowes x Marlene McKinnon,2,slash,3109,6243,Harry Potter - J. K. Rowling,None
AO3_2023_data-22,AO3_2023_data,23,-8,Tartaglia | Childe x Zhongli,2,slash,3037,12678,原神 | Genshin Impact (Video Game),None
AO3_2023_data-23,AO3_2023_data,24,new,Nicholas D. Wolfwood x Vash the Stampede,2,slash,3007,3007,Trigun Stampede (Anime 2023),None
AO3_2023_data-24,AO3_2023_data,25,new,Aemond 'One-Eye' Targaryen x Lucerys 'Luke' Velaryon,2,slash,2914,2914,House of the Dragon (TV),None
AO3_2023_data-25,AO3_2023_data,26,-23,Lán Zhàn | Lán Wàngjī x Wèi Yīng | Wèi Wúxiàn,2,slash,2855,34632,Módào Zǔshī - Mòxiāng Tóngxiù,None
AO3_2023_data-26,AO3_2023_data,27,new,Donatello & Leonardo & Michelangelo & Raphael,4,gen,2769,3367,Rise of the Teenage Mutant Ninja Turtles,None
AO3_2023_data-27,AO3_2023_data,28,-6,Aizawa Shouta | Eraserhead x Yamada Hizashi | Present Mic,2,slash,2753,20071,Boku no Hero Academia | My Hero Academia,None
AO3_2023_data-28,AO3_2023_data,29,new,Cyno x Tighnari,2,slash,2705,2705,原神 | Genshin Impact (Video Game),None
AO3_2023_data-29,AO3_2023_data,30,new,Pete Phongsakorn Saengtham x Vegas Kornwit Theerapanyakun,2,slash,2677,3833,KinnPorsche: The Series (TV),None
AO3_2023_data-30,AO3_2023_data,31,-20,Eddie Diaz x Evan 'Buck' Buckley,2,slash,2645,17540,9-1-1 (TV),None
AO3_2023_data-31,AO3_2023_data,32,-2,Bakugou Katsuki & Midoriya Izuku | Deku,2,gen,2618,15709,Boku no Hero Academia | My Hero Academia,None
AO3_2023_data-32,AO3_2023_data,33,-17,Alexander | Technoblade & Thomas Michael Simons | TommyInnit,2,gen,2552,12452,Minecraft (Video Game),None
AO3_2023_data-33,AO3_2023_data,34,-27,Draco Malfoy x Harry Potter,2,slash,2542,59048,Harry Potter - J. K. Rowling,None
AO3_2023_data-34,AO3_2023_data,35,new,Barty Crouch Jr. x Evan Rosier,2,slash,2456,2456,Harry Potter - J. K. Rowling,None
AO3_2023_data-35,AO3_2023_data,36,-9,Jeon Jungkook | Jungkook x Kim Taehyung | V,2,slash,2396,35024,Bangtan Boys | BTS,None
AO3_2023_data-36,AO3_2023_data,37,-3,Aizawa Shouta | Eraserhead & Midoriya Izuku | Deku,2,gen,2347,11220,Boku no Hero Academia | My Hero Academia,None
AO3_2023_data-37,AO3_2023_data,38,new,Craig Tucker x Tweek Tweak,2,slash,2256,7542,South Park,None
AO3_2023_data-38,AO3_2023_data,39,new,Kinn Anakinn Theerapanyakun x Porsche Pachara Kittisawat,2,slash,2255,3633,KinnPorsche: The Series (TV),None
AO3_2023_data-39,AO3_2023_data,40,new,Charles 'Charlie' Spring x Nicholas 'Nick' Nelson,2,slash,2249,3904,Heartstopper (TV),None
AO3_2023_data-40,AO3_2023_data,41,new,Kamishiro Rui x Tenma Tsukasa,2,slash,2229,3010,Project SEKAI COLORFUL STAGE!,None
AO3_2023_data-41,AO3_2023_data,42,new,Kim Theerapanyakun | Wik x Porchay Pichaya Kittisawat,2,slash,2175,2881,KinnPorsche: The Series (TV),None
AO3_2023_data-42,AO3_2023_data,43,new,Dazai Osamu & Nakahara Chuuya,2,gen,2111,5642,文豪ストレイドッグス | Bungou Stray Dogs,None
AO3_2023_data-43,AO3_2023_data,43,new,Pete 'Maverick' Mitchell x Tom 'Iceman' Kazansky,2,slash,2111,2813,Top Gun (Movies),None
AO3_2023_data-44,AO3_2023_data,45,-37,Clay | Dream x George Davidson | GeorgeNotFound,2,slash,2069,22989,Video Blogging RPF,None
AO3_2023_data-45,AO3_2023_data,46,2,Elliot Stabler x Olivia Benson,2,slash,2036,5650,Law & Order: SVU,None
AO3_2023_data-46,AO3_2023_data,47,new,Ava Silva x Sister Beatrice,2,slash,2007,2640,Warrior Nun (TV),None
AO3_2023_data-47,AO3_2023_data,48,-2,Getou Suguru x Gojo Satoru,2,slash,2003,7482,呪術廻戦 | Jujutsu Kaisen (Manga),None
AO3_2023_data-48,AO3_2023_data,49,new,Bradley 'Rooster' Bradshaw x Jake 'Hangman' Seresin,2,slash,1991,2535,Top Gun (Movies),None
AO3_2023_data-49,AO3_2023_data,50,7,Huā Chéng x Xiè Lián,2,slash,1980,7673,Tiān Guān Cì Fú - Mòxiāng Tóngxiù,None
AO3_2023_data-50,AO3_2023_data,51,new,Kyle Broflovski x Stan Marsh,2,slash,1962,4689,South Park,None
AO3_2023_data-51,AO3_2023_data,52,new,Hunter | The Golden Guard x Willow Park,2,slash,1958,2647,The Owl House (Cartoon),None
AO3_2023_data-52,AO3_2023_data,53,14,Diluc & Kaeya,2,gen,1953,5353,原神 | Genshin Impact (Video Game),None
AO3_2023_data-53,AO3_2023_data,54,new,Alhaitham & Kaveh,2,gen,1939,1939,原神 | Genshin Impact (Video Game),None
AO3_2023_data-54,AO3_2023_data,55,new,Ellie & Joel,2,gen,1937,2561,The Last of Us (Video Games),None
AO3_2023_data-55,AO3_2023_data,56,-43,Adrien Agreste | Chat Noir x Marinette Dupain-Cheng | Ladybug,2,slash,1912,33169,Miraculous Ladybug,None
AO3_2023_data-56,AO3_2023_data,57,new,Mikage Reo x Nagi Seishirou,2,slash,1893,1893,Blue Lock (Manga),None
AO3_2023_data-57,AO3_2023_data,58,new,Kim Dokja x Yoo Joonghyuk,2,slash,1872,4401,Omniscient Reader – Sing-Shong,None
AO3_2023_data-58,AO3_2023_data,59,new,Simon 'Ghost' Riley x Y/N | Reader,2,slash,1831,1831,Call of Duty (Video Games),None
AO3_2023_data-59,AO3_2023_data,60,-40,Bakugou Katsuki x Kirishima Eijirou | Red Riot,2,slash,1827,29317,Boku no Hero Academia | My Hero Academia,None
AO3_2023_data-60,AO3_2023_data,61,new,Kaedehara Kazuha x Scaramouche | The Balladeer,2,slash,1816,2874,原神 | Genshin Impact (Video Game),None
AO3_2023_data-61,AO3_2023_data,62,-11,Takami Keigo | Hawks x Todoroki Touya | Dabi,2,slash,1808,10449,Boku no Hero Academia | My Hero Academia,None
AO3_2023_data-62,AO3_2023_data,63,new,James T. Kirk x Spock,2,slash,1773,16286,Star Trek: Alternate Original Series (Movies),None
AO3_2023_data-63,AO3_2023_data,64,new,Donatello & Leonardo,2,gen,1763,1763,Rise of the Teenage Mutant Ninja Turtles,None
AO3_2023_data-64,AO3_2023_data,65,26,Eda Clawthorne x Raine Whispers,2,slash,1751,3589,The Owl House (Cartoon),None
AO3_2023_data-65,AO3_2023_data,66,new,Regulus Black & Sirius Black,2,gen,1747,3833,Harry Potter - J. K. Rowling,None
AO3_2023_data-66,AO3_2023_data,67,new,Roronoa Zoro | Pirate Hunter Zoro x Sanji Vinsmoke | Black-Leg Sanji,2,slash,1723,7773,One Piece (Anime & Manga),None
AO3_2023_data-67,AO3_2023_data,68,new,Anakin Skywalker | Darth Vader x Obi-Wan Kenobi,2,slash,1717,7584,Star Wars - All Media Types,None
AO3_2023_data-68,AO3_2023_data,69,16,Harry Styles x Louis Tomlinson,2,slash,1712,39028,One Direction (Band),None
AO3_2023_data-69,AO3_2023_data,69,-57,Thomas Michael Simons | TommyInnit & Toby Smith | Tubbo,2,gen,1712,14609,Minecraft (Video Game),None
AO3_2023_data-70,AO3_2023_data,71,new,`Lily Potter, née Evans x Mary Macdonald`,2,slash,1709,2115,Harry Potter - J. K. Rowling,None
AO3_2023_data-71,AO3_2023_data,72,new,Felix Lee | Felix x Hwang Hyunjin | Hyunjin,2,slash,1706,4015,Stray Kids (Band),None
AO3_2023_data-72,AO3_2023_data,73,new,Anthony Lockwood x Lucy Carlyle,2,slash,1697,1697,Lockwood & Co. - Jonathan Stroud,None
AO3_2023_data-73,AO3_2023_data,74,new,Aoyagi Touya x Shinonome Akito,2,slash,1683,2345,Project SEKAI COLORFUL STAGE!,None
AO3_2023_data-74,AO3_2023_data,75,new,Jesper Fahey x Wylan Van Eck,2,slash,1670,3663,Six of Crows Series - Leigh Bardugo,None
AO3_2023_data-75,AO3_2023_data,76,-48,Caitlyn x Vi,2,slash,1662,5671,Arcane: League of Legends (Cartoon 2021),None
AO3_2023_data-76,AO3_2023_data,77,new,Erlang Shen | Yang Jian x Liu Chenxiang,2,slash,1647,1647,新神榜 | New Gods (Movies),None
AO3_2023_data-77,AO3_2023_data,78,-29,Hannibal Lecter x Will Graham,2,slash,1646,25643,Hannibal (TV),None
AO3_2023_data-78,AO3_2023_data,79,-48,Alexander | Technoblade & Phil Watson | Philza,2,gen,1622,8310,Minecraft (Video Game),None
AO3_2023_data-79,AO3_2023_data,80,new,Dean Winchester x Y/N | Reader,2,slash,1613,6147,Supernatural (TV 2005),None
AO3_2023_data-80,AO3_2023_data,81,-44,Alexander | Technoblade & William Patrick Spencer Gold | Wilbur Soot,2,gen,1608,7482,Minecraft (Video Game),None
AO3_2023_data-81,AO3_2023_data,82,new,Choi Soobin | Soobin x Choi Yeonjun | Yeonjun,2,slash,1601,5418,TOMORROW X TOGETHER | TXT,None
AO3_2023_data-82,AO3_2023_data,83,new,Lucy Chen x Tim Bradford,2,slash,1580,3382,The Rookie (TV 2018),None
AO3_2023_data-83,AO3_2023_data,84,new,Akutagawa Ryuunosuke x Nakajima Atsushi,2,slash,1575,6031,文豪ストレイドッグス | Bungou Stray Dogs,None
AO3_2023_data-84,AO3_2023_data,84,new,Lucas Sinclair x Maxine 'Max' Mayfield,2,slash,1575,4438,Stranger Things (TV 2016),None
AO3_2023_data-85,AO3_2023_data,86,-51,Phil Watson | Philza & Thomas Michael Simons | TommyInnit,2,gen,1565,7356,Minecraft (Video Game),None
AO3_2023_data-86,AO3_2023_data,87,-1,Uchiha Sasuke x Uzumaki Naruto,2,slash,1561,13062,Naruto,None
AO3_2023_data-87,AO3_2023_data,88,7,Eddie Munson x Y/N | Reader,2,slash,1558,3330,Stranger Things (TV 2016),None
AO3_2023_data-88,AO3_2023_data,89,-21,Carlos Reyes x TK Strand,2,slash,1545,6870,9-1-1: Lone Star (TV 2020),None
AO3_2023_data-89,AO3_2023_data,90,new,Simon Eriksson x Wilhelm,2,slash,1543,3100,Young Royals (TV 2021),None
AO3_2023_data-90,AO3_2023_data,91,new,Edward Teach | Blackbeard x Israel Hands,2,slash,1519,2655,Our Flag Means Death (TV),None
AO3_2023_data-91,AO3_2023_data,92,new,Charles | Grian x Ryan | GoodTimesWithScar,2,slash,1512,2297,Hermitcraft SMP,None
AO3_2023_data-92,AO3_2023_data,93,new,Chrissy Cunningham x Eddie Munson,2,slash,1510,2393,Stranger Things (TV 2016),None
AO3_2023_data-93,AO3_2023_data,94,new,Alicent Hightower x Rhaenyra Targaryen,2,slash,1506,1506,House of the Dragon (TV),None
AO3_2023_data-94,AO3_2023_data,95,-2,Bakugou Katsuki x Todoroki Shouto | Shoto,2,slash,1485,10774,Boku no Hero Academia | My Hero Academia,None
AO3_2023_data-95,AO3_2023_data,96,new,Jason Peter Todd | Robin/Red Hood & Tim Drake | Robin/Red Robin,2,gen,1475,5487,Batman - All Media Types,None
AO3_2023_data-96,AO3_2023_data,97,new,Liu'Er Mihou | Six-eared Macaque x Sun Wukong | Monkey King,2,slash,1470,1959,LEGO Monkie Kid,None
AO3_2023_data-97,AO3_2023_data,97,-68,Miya Atsumu x Sakusa Kiyoomi,2,slash,1470,11253,Haikyuu!!,None
AO3_2023_data-98,AO3_2023_data,99,-34,Min Yoongi | Suga x Park Jimin | Jimin,2,slash,1459,26124,Bangtan Boys | BTS,None
AO3_2023_data-99,AO3_2023_data,100,new,Jim 'Chief' Hopper x Joyce Byers,2,slash,1447,4090,Stranger Things (TV 2016),None
